BASKET_ID,words
27773579221,"[538602, 744587, 778180, 5977100]"
27816990189,[6534178]
27936392393,"[486782, 744587, 762605, 777800, 9640444]"
27936392402,"[476977, 494558, 522628, 535225, 538602, 540176, 541711, 604908, 614049, 617691, 618241, 679905, 744587, 766074, 798827, 5977100, 8380135]"
27949569082,"[538602, 5977100]"
28021909060,"[522628, 541711, 628694, 695724, 818763]"
28080692714,"[480764, 505074, 545936, 585705, 600734, 654733, 714433, 788330, 5547807, 5554469, 6391006, 9295089, 9550939, 9551324]"
28121484556,"[576895, 733764, 744587, 779031, 784723, 808056]"
28153923088,[6534178]
28153923133,"[820165, 1085604, 1117393]"
28167105025,"[446206, 455419, 467298, 483258, 483681, 486724, 491842, 494842, 510394, 510442, 521167, 523516, 535225, 549097, 565256, 566591, 567012, 580463, 583535, 585818, 592956, 595517, 599484, 611125, 618241, 627009, 661362, 666765, 701245, 714433, 741868, 744587, 806280, 808602, 5562807, 6019592, 6423351, 6423444, 8117368, 9244177, 9244780, 9295466, 9295882, 9336338, 9336530, 9552053, 9801691, 9858481, 10354938]"
28221002909,"[538602, 564853, 640180]"
28221003478,"[449901, 470088, 476977, 480105, 489939, 499517, 546075, 547251, 600734, 609869, 611125, 612476, 627009, 656842, 666574, 671975, 695724, 698044, 699354, 741135, 747948, 786592, 803581, 806280, 808299, 808813, 5552733, 6039272, 6391006, 6395533, 6772572, 6978316, 9244177, 9244780, 9336338, 9336530, 9858448, 10202885]"
28221003964,"[439470, 472059, 481339, 508777, 682179, 712280, 733146]"
28221003982,"[443416, 473690, 496374, 529379, 533957, 539702, 542413, 548761, 556054, 579889, 582065, 585818, 590582, 591391, 596229, 622482, 627000, 636376, 643429, 659303, 661177, 661300, 676647, 682179, 684649, 686520, 707657, 712244, 721678, 733034, 734370, 735218, 741468, 741560, 744587, 748023, 776464, 786492, 5540724, 5977100, 8117970, 9639587]"
28234819400,"[445614, 484822, 486782, 506338, 511377, 613507, 656465, 720388, 744587, 756658, 772121, 783300, 805356, 5558612, 10284457]"
28294022149,"[441607, 456604, 476419, 505074, 516597, 522628, 541711, 566452, 684567, 744587, 782593]"
28318415384,"[906509, 908213, 918036, 986947, 1007437, 1061023, 1114738, 1127179, 9527487, 9655369]"
28403597464,"[449901, 461235, 469493, 476977, 482618, 501597, 521028, 522628, 531630, 541398, 541711, 564474, 579222, 585818, 600734, 603330, 621717, 629584, 705440, 711135, 714433, 719872, 725827, 759975, 762311, 768215, 770298, 792208, 810688, 812591, 6961302, 8117368, 8117518, 9295089, 9547688, 9858481, 10454193, 10454239]"
28431865275,"[496374, 7165107]"
28535080133,"[667999, 676567, 5977100]"
28570782351,"[496336, 574430, 604908, 679905, 724547, 744587, 753612, 788330, 795410, 5540223, 8017590]"
28673480045,"[440532, 443545, 444016, 450625, 465623, 469747, 476977, 485897, 491618, 498073, 498131, 505074, 509136, 509837, 512709, 516597, 529703, 532778, 540131, 542821, 545742, 577318, 584394, 602216, 615197, 622973, 628446, 644383, 650186, 654733, 679697, 680468, 696056, 699354, 701054, 705028, 709622, 710600, 718115, 721678, 724967, 725210, 726102, 726239, 744587, 753319, 759855, 762924, 765196, 765402, 813681, 5554884, 5994154, 6550131]"
28757015169,"[724547, 744587, 8153641]"
30530086963,"[565256, 613111, 719767, 759975, 776506, 9548451, 10284399, 10284457]"
31007325253,"[463445, 540943, 718149, 744587, 7439913]"
31184177317,"[529379, 533008, 537987, 549869, 612120, 785718]"
31540452689,"[440532, 443545, 444016, 479107, 487367, 503495, 533957, 537784, 540578, 553967, 558111, 567506, 582065, 591677, 615941, 644275, 679538, 679791, 681929, 705433, 712244, 721678, 741007, 759561, 762311, 771773, 782067, 783300, 790246, 793765, 815837, 5540360, 8117368, 9548451, 9552053, 10203053, 10250444, 12381580]"
