BASKET_ID,words
28197736429,[1029743]
28197736434,"[826249, 851287, 871337, 898601, 900280, 985911, 1004906, 1007195, 1012587, 1098066, 1127831, 5568378, 5569327, 5570595]"
28197736449,"[868953, 917033, 926905, 960999, 968417, 999779, 1004906, 1008814, 1023958, 1062966, 1070820, 1102067, 1120266, 5570408, 8205218]"
29354170261,[859010]
29354170392,[1127831]
29354170422,[1048257]
29354170448,"[923600, 933272]"
29354170463,[872342]
29354170528,"[859075, 950982, 995242, 1041453, 1133072, 5978648, 8155450, 10355629]"
29354170690,"[820321, 913210, 933729, 1054644, 1082185, 1104414, 1112238, 9337581]"
29354170982,"[1045740, 1046609, 5564067]"
29392232162,"[820486, 860361, 911401, 952408, 1095737, 1124971]"
29392232170,"[849843, 1053690, 5565304, 10285466]"
29392232449,"[834833, 904360, 962229, 976480, 979707, 1021133, 1079048, 1095906, 1129937, 5569845, 8181355]"
29436210783,[6391535]
29436211425,"[827180, 1033214, 1042697, 1082212, 1101010, 1105488, 1127831]"
29436211977,"[854754, 901062, 1012406, 1097030]"
29471317607,"[984087, 1083081, 5978656]"
29484416813,"[912553, 1136257, 7155863, 7168892]"
29578037261,"[872060, 889511, 891894, 912019, 948626, 952653, 985707, 1000672, 1014948, 1029743, 1033707, 1044759, 1065593, 1066132, 1086431]"
29702482803,"[824555, 842392, 848029, 850290, 854354, 864857, 868147, 868953, 871097, 871279, 871570, 872417, 881708, 883665, 888404, 891894, 893018, 895295, 898214, 899502, 911215, 912019, 927712, 929668, 937040, 938700, 942475, 947068, 947267, 948626, 952657, 964186, 968025, 972742, 984677, 985707, 988208, 989075, 992668, 993390, 998236, 1005173, 1008677, 1011884, 1012816, 1015848, 1019627, 1025535, 1048462, 1050131, 1066132, 1068719, 1070272, 1071625, 1075305, 1092026, 1101885, 1102959, 1106301, 1108643, 1109948, 1118533, 1122358, 1122928, 1138353, 5568845, 5569303, 6533878, 6534689, 6548594, 6552130, 6553886, 6904925, 8068635, 8160430, 8249511, 9337581, 9831731, 9835695]"
30036321841,"[929433, 1029743, 1075915, 1083081, 1099782, 1122358, 1122928, 5590613, 5978656, 6553737, 7466952, 9835695, 12649328]"
40618797097,"[913942, 1029743, 1036681, 9677152, 9677846, 10285365]"
41008645634,"[995242, 999779]"
