BASKET_ID,words
28154517658,"[935833, 6602759]"
28154517661,"[877310, 900610, 1029624]"
28235153439,"[835530, 857849, 859926, 864048, 866778, 897954, 913785, 916122, 940766, 951590, 966379, 989101, 991735, 1003497, 1044078, 7147317]"
28243437381,"[824555, 836281, 840011, 940766, 951590, 972742, 973861, 979792, 989101, 1030819, 1035671, 1061334, 1069621, 1086252, 1098066, 1114128, 1136778, 5592931, 8181417, 9527323, 9677366]"
28282516150,[6533765]
28282516158,[6534178]
28306083785,[6534178]
28318150446,"[1056651, 1075470]"
28344477568,"[910291, 979973, 990941, 1077600, 8160319, 9526630]"
28391316641,"[845622, 860975, 876932, 879922, 889383, 913785, 951590, 1029624, 1039156, 1081029, 1091965, 5592931, 9419444]"
28511542118,"[827180, 861821, 912553, 975644, 979973, 1043956, 1071939, 1133072, 5978656, 9885463]"
28511542123,"[997479, 1018026, 1102222, 1103096, 6979089]"
28512112047,"[859075, 1004906, 1109805]"
28675068005,"[824555, 911215, 914513, 951590, 972742, 989075, 990284, 999971, 1053763, 1136778]"
28675652460,"[824555, 830245, 833025, 859075, 894511, 911215, 914513, 972742, 1026118, 1058779, 1096317, 1106301]"
28697855977,"[840011, 844748, 855468, 857849, 894511, 925626, 935284, 951590, 989101, 1013321, 1027512, 1040510, 1078346, 5592931]"
28744358177,"[824555, 859075, 911215, 914957, 951526, 981760, 1036432, 1050131, 1077709, 1082814, 1111498, 8180870, 10356289, 12352392]"
28771249016,[6533765]
28771249031,[6534178]
28787800531,"[871440, 905539, 943233, 971633, 979399, 1032752, 1048462, 1084331, 8205620, 9526410, 9526411, 9835947, 9836526]"
28886520839,"[888210, 973374, 990284, 1003524, 1007195, 1069614, 1083071, 1110632, 5592931, 6602327, 8019716, 8359154]"
28941542113,[852492]
28970341066,"[821730, 833465, 861341, 914484, 922907, 937626, 939546, 977928, 978077, 978913, 981760, 1035121, 1064945, 9526430, 9858662, 12351966]"
29033860756,"[826249, 899201, 932298, 989101, 991735, 1081960, 5978648, 5978656, 9333735, 9707240, 12351883]"
29125405909,[6533765]
29125405924,[6534166]
29157111295,"[855468, 865634, 951590, 987562, 1022003, 1049788, 1050229, 1081853, 1082185, 1098066, 1127831]"
29170548043,"[989101, 1088835, 1132770]"
29194580790,"[824555, 826249, 835530, 840011, 848609, 853095, 857849, 859618, 874972, 882138, 891954, 911215, 914513, 918331, 951526, 960984, 972143, 987562, 991735, 1000278, 1025611, 1036432, 1044078, 1045515, 1069621, 1082185, 1098066, 1127831, 1131438, 5592931, 8090521, 8090537, 8090546, 9396705, 9485195, 9527494, 12456325]"
29299887924,"[855468, 937614, 981086, 1027512, 1078346, 1082185, 6396433, 10311907]"
29311646509,"[849264, 855468, 857849, 874380, 905986, 912553, 917407, 918086, 930606, 951590, 952163, 953104, 960075, 981086, 985999, 987562, 1013149, 1029624, 1047987, 1059902, 1071995, 1084781, 1084827, 1092502, 1124352, 1127831, 5995340]"
