BASKET_ID,words
27565838623,"[868972, 908531, 923149, 923816, 939201, 955012, 995852, 1004857, 1027015, 1042628, 1059080, 1066480, 1071759, 1082185, 1110843, 1121944, 1130944, 1133018, 6463365, 6904419, 7086210, 7168224, 7410248, 7410290, 7410343, 9707137]"
27997368258,"[821562, 828490, 845193, 845208, 845914, 871570, 876695, 892920, 894124, 904360, 908531, 909894, 932557, 937686, 938547, 938700, 996458, 1003497, 1013321, 1035034, 1048851, 1062966, 1064556, 1075470, 1082185, 1082735, 1098066, 1109270, 1128968, 1131438, 1133018, 1133556, 1139023, 5591627, 8119099, 9297270, 9362429, 9420327, 9802675, 9883754]"
28167667137,"[821562, 834183, 847025, 863493, 871756, 882288, 890695, 907355, 907625, 908318, 917387, 953476, 968214, 985265, 987562, 991575, 999891, 1032819, 1047226, 1053629, 1065593, 1066069, 1082185, 1107543, 1113588, 1126890, 1128647, 5569230, 5591627, 7410343, 10254152]"
28167668253,"[883606, 894140, 916122, 6904925]"
28282528301,"[829315, 848561, 862139, 883404, 885858, 896613, 904360, 908531, 931791, 965729, 976998, 981760, 1004054, 1004906, 1013321, 1030819, 1070463, 1082185, 1114597, 1132770, 1133018, 5569845, 5591627, 7167219, 7168224, 9487927]"
28345398201,[6534178]
28571308359,[1060334]
28571308518,"[842930, 845914, 847843, 880150, 920308, 920455, 972320, 984121, 985480, 992475, 1004950, 1015915, 1037902, 1039703, 1118533, 1121944, 1132770, 1133556, 5567502, 6904419, 7410216, 9527494, 10284972]"
28788598189,"[825749, 831536, 837366, 845208, 857215, 859075, 881608, 905539, 908531, 910032, 920308, 931671, 937791, 940332, 941198, 953652, 965729, 985105, 987562, 998666, 1004857, 1012873, 1013321, 1015247, 1020581, 1030819, 1051197, 1059080, 1059969, 1061885, 1063700, 1080331, 1081038, 1110697, 1113588, 1126704, 1130716, 5591627, 5978656, 6463534, 6904419, 8019417, 9337369, 9835960, 9836195, 10118257]"
28790054198,[1053460]
28790054233,[6534178]
28919797284,[6534178]
28919797500,"[844179, 857201, 860866, 937791, 953476, 965729, 985105, 994928, 1007195, 1016302, 1025535, 1075379, 1082185, 1098066, 9527186]"
29034093164,"[826860, 866211, 893545, 920308, 970533, 981837, 1018174, 1033142, 1059080, 1082185, 1106523, 5591627, 7167219, 10356645]"
29157363945,"[826249, 843229, 871514, 887691, 920239, 937791, 940766, 965766, 985105, 1011736, 1048896, 1088634, 1132770, 5978656, 9655715, 10342102]"
29339603904,"[832330, 850614, 859010, 883404, 904360, 904375, 987562, 1033142, 1068832, 1110843, 1113588, 1118533, 1127831, 1134738, 9837539, 9884513, 10356231]"
29590518748,"[821562, 838258, 848247, 862866, 871514, 883404, 946757, 952806, 964835, 992986, 1028890, 1058686, 1068832, 1091449, 1098066, 1100140, 1103556, 1124818, 9677423]"
29738538724,"[830750, 839248, 843229, 850656, 866871, 904360, 951190, 983584, 1051305, 1055283, 1059080, 1082185, 1106523, 9297514]"
29738538766,[6534178]
30033128604,"[890513, 1053174]"
30033128636,"[830587, 887691, 1012873, 1055472, 1090621, 1096573, 1113588, 9526666, 10356645]"
30034268096,"[1036046, 1098284]"
30034834338,[1081867]
30034834341,[926646]
30035126613,"[971839, 994928, 1021116, 1074711, 1075470, 1106523, 7440670, 12452939]"
30118049010,"[826790, 831181, 852864, 854405, 855302, 859075, 866871, 904360, 912146, 918733, 936640, 968057, 972041, 987941, 1003188, 1005186, 1007191, 1012873, 1041476, 1066725, 1082185, 1092692, 1096036, 1113588, 1130716, 1132770, 5567382, 5583595, 5995215, 6533746, 7167219, 7431989]"
30229113502,"[847573, 847843, 883404, 908531, 909894, 1026968, 1053282, 1098152, 1132770, 1133018, 5591627, 8203606, 8290587, 9337171]"
30701597196,[8020001]
30793058874,"[835618, 835788, 839248, 845208, 851675, 853643, 883404, 904360, 908531, 917839, 937791, 945779, 965766, 987562, 1022053, 1030819, 1039703, 1049788, 1051305, 1059080, 1065593, 1066776, 1077330, 1082185, 1083268, 1113588, 1121944, 1128647, 1133556, 5591627, 5592585, 5995215, 7410170, 7410216, 8203846, 9526667, 9527487, 9655715]"
30793058949,[6534178]
30906908775,"[831181, 834128, 840361, 847982, 862732, 875633, 904360, 916381, 945673, 979707, 1051069, 1074711, 1075470, 1076244, 1083840, 1106523, 7410290, 9333577, 9526619, 9934800]"
31007898744,"[851129, 862822, 908531, 917772, 920308, 920710, 958137, 1030996, 1051211, 1059080, 1065593, 1066776, 1077587, 1089954, 1123014, 1133018, 7410290, 8144652, 12301825]"
31097631132,"[837569, 845262, 877175, 881706, 917772, 932182, 1004436, 1036979, 1051197, 1060872, 1111818, 1115175, 1120592, 1131169, 1133827, 5568721, 5978656, 8020245, 9297177, 9571047, 9913338, 12484608, 12604556]"
31160839002,"[832733, 5573029, 5979414, 10456024, 10456643]"
31160839005,"[835788, 871514, 887393, 904360, 918733, 964968, 972629, 976998, 994928, 1059080, 1082185, 1106523, 1113588, 1120592, 1128271, 1128647, 1132770, 1136257, 5573380, 5995215, 6463742]"
31160839037,[6534178]
31280958053,"[847982, 851819, 853927, 883004, 908531, 920308, 922318, 935633, 965729, 968214, 1012816, 1015597, 1044089, 1058686, 1077587, 1121944, 1125199, 1133018, 1133556, 5567382, 5568378, 5592455, 9571047]"
31280958104,[6534178]
31343908487,"[917772, 1051305, 1066776, 1130341]"
31355532735,"[897954, 1082185, 1094833, 1098284]"
31390703909,[6534178]
31467842960,"[845208, 851129, 851675, 880150, 905913, 920308, 922307, 961554, 962568, 985893, 1049822, 1051757, 1133018, 13002975]"
31623723475,"[823266, 824761, 844179, 850656, 851508, 860299, 862139, 871339, 871514, 890695, 905592, 913785, 920308, 924475, 943858, 972629, 1013321, 1040812, 1054262, 1056427, 1082185, 1088544, 1088578, 1106373, 1106523, 1113588, 1114050, 1127624, 1131620, 1138677, 5995215, 7410016, 7410248, 7410290, 8293732, 13002975]"
31623723514,[6534178]
31699352897,"[873964, 883004, 904360, 917772, 988791, 1030819, 1044724, 1058686, 1059080, 1082185, 1133556, 5995215, 7167218, 8205731, 10307090]"
31832992885,[6534178]
31883768534,"[834129, 883404, 894414, 904360, 920308, 934676, 1005186, 1054262, 1082185, 1129266, 9297578, 10284972]"
32065047107,"[823790, 839188, 866211, 871514, 883404, 904360, 918368, 920725, 925626, 936229, 953476, 957839, 987562, 1005186, 1026118, 1065593, 1068832, 1082185, 1106523, 1113588, 1115358, 1127025, 1127624, 1131312, 5585639, 5995215, 6919373, 6979253, 7168890, 9527619, 9571047, 10149685, 10342102, 10456354]"
32231802792,"[826090, 835788, 836793, 839248, 845208, 862308, 865178, 868972, 904360, 918733, 920308, 920724, 922307, 923149, 970533, 1012873, 1045980, 1065593, 1082185, 1113588, 1115175, 1122358, 1128647, 1131312, 1131620, 1132426, 5978656, 5995215, 6463742, 7167687, 9526666, 12781677, 13002975]"
32231802831,[6534178]
32931768118,"[878532, 8068925]"
32931768141,"[832760, 837107, 862139, 887691, 892531, 895071, 898068, 904360, 915181, 915539, 926065, 926233, 932557, 934676, 936138, 948650, 953476, 973887, 987562, 999779, 1000736, 1005186, 1012873, 1030819, 1039703, 1057113, 1059969, 1065593, 1067849, 1074524, 1080317, 1082185, 1088120, 1096036, 1100658, 1105301, 1106523, 1108064, 1113588, 1121944, 1128647, 1131312, 5995215, 6396562, 6423862, 7144131, 7144132, 7410016, 7410170, 7410248, 9707137, 10118257, 12428285, 12731641, 13003092]"
32931768197,[6534178]
33192303248,"[839248, 862139, 883404, 904360, 908531, 968214, 981760, 988208, 1005186, 1032492, 1059080, 1082185, 6633276, 6919165, 9707240, 9707498, 10457594, 12384729, 12781677]"
33409588020,"[821562, 830935, 837107, 845208, 859592, 862822, 871339, 871514, 883932, 904360, 912898, 920978, 964968, 979585, 987562, 1022981, 1032492, 1050079, 1058686, 1059080, 1065556, 1080331, 1082172, 1082185, 1109370, 1115175, 1117964, 1124432, 1131312, 1133018, 5995215, 6904419, 10342102, 13002975]"
33460797712,"[823503, 848561, 862139, 871756, 883404, 916381, 948254, 986327, 1005186, 1068832, 1082185, 1131312, 5583547, 5590613, 8090536, 9859193, 12781677]"
33506068412,"[826249, 854852, 861961, 879314, 904360, 915181, 920308, 927666, 966684, 976998, 1005186, 1050644, 1065593, 1106523, 1110867, 1119860, 5591627, 7442002, 8011275, 9707148, 12782127, 13506200, 13512207]"
33656372825,"[821562, 821833, 823365, 829315, 848609, 881708, 883404, 911878, 920308, 938700, 939578, 953476, 990440, 992730, 998536, 1005186, 1048746, 1062656, 1077851, 1134738, 8181119]"
33656372839,[880530]
33658142882,"[835077, 847843, 863529, 897954, 908531, 911054, 958598, 985999, 987562, 994928, 1094123, 1133018, 13416093]"
33768727488,[6534178]
33770513141,"[839248, 908531, 961234, 962568, 994928, 1005186, 1065593, 1081177, 1098284, 1133018]"
33919393123,"[835394, 920308, 970533, 998435, 1098284, 1106390, 1119946, 7166462]"
33919393236,[6534178]
33920047807,"[925178, 1042544, 1064213, 1077579, 1082172, 1106390, 5569230, 5569845, 9362429, 13511457]"
33994383579,"[823758, 847843, 851508, 854852, 883404, 911878, 920308, 953476, 966684, 1106523, 6773226, 9297317, 13115483]"
34137252806,"[839248, 862139, 882911, 911708, 920308, 970533, 1059080, 1065593, 1081177, 1082185, 1133556, 13002975]"
34137252887,[6534178]
34178398243,"[826249, 845208, 855874, 862276, 917772, 920308, 932675, 966070, 994928, 1009046, 1051781, 1065593, 1089074, 1113588, 1131312, 1133018, 5587656, 6773226, 9553347, 9885441, 9913338, 10118778, 10307090, 13910297]"
34337893565,"[845193, 881708, 913210, 932557, 943858, 972931, 987562, 988116, 988208, 991124, 994928, 997907, 1002582, 1065593, 1067667, 1079590, 1082172, 1083328, 1092937, 1096036, 1106523, 1119089, 1119550, 1120085, 5590613, 7111701, 14025185]"
35109063869,"[839248, 847843, 871756, 876932, 879314, 887984, 895039, 897044, 911502, 918524, 923413, 928733, 939323, 969836, 972320, 996156, 998536, 1005186, 1015731, 1017201, 1026118, 1030056, 1039703, 1041796, 1043095, 1059080, 1059308, 1087605, 1107173, 1110263, 1113588, 1127624, 1131312, 1133018, 5978656, 5995180, 7409874, 7409971, 7410016, 7410248, 8181119, 9368294, 9707137, 9837153, 15483424, 15593051]"
35109063939,[6534178]
35412767037,"[830935, 844179, 853927, 863447, 873964, 907625, 917031, 919157, 937791, 967395, 998011, 1014675, 1079473, 1096036, 1106523, 1139819, 9858847]"
35840856857,"[832394, 848561, 849931, 859075, 873963, 873964, 908531, 927666, 961379, 1019637, 1043357, 1051989, 1059080, 1082185, 1089238, 1092937, 1103513, 1131344, 6544294, 13189991, 15964293]"
35840856968,[6534178]
40128036871,"[822225, 826249, 830750, 833347, 834117, 838602, 853927, 854520, 859129, 873964, 877580, 883404, 883912, 892531, 904360, 920308, 925626, 926282, 927666, 955650, 972041, 986596, 994928, 1012873, 1022956, 1026118, 1035676, 1036611, 1045980, 1048746, 1055283, 1082185, 1084331, 1106523, 1121944, 1126492, 1134513, 5582370, 5588161, 5978656, 6396581, 6773226, 6978875, 7410290, 9526666, 9527323, 9913338, 13008065, 14050436, 15596932, 16122581, 16218618]"
40248309622,"[853927, 873964, 877580, 883004, 906763, 907993, 920308, 932340, 940766, 950850, 960060, 995238, 995242, 1005186, 1006277, 1032819, 1042697, 1048208, 1050425, 1051527, 1059080, 1065211, 1065593, 1093329, 1098284, 1120559, 1133018, 1139819, 6944764, 6979204, 9368325, 9571047, 10355866, 12384564, 12385339, 15511891, 15863857]"
40340732520,"[842140, 844424, 873964, 876932, 888275, 904360, 920308, 928516, 950193, 1026968, 1032819, 1065593, 1084591, 1113030, 1113588, 1117859, 1133018, 8011275, 9571047, 10312139, 14110628, 15924952]"
40399898017,"[844424, 862139, 873964, 891542, 920308, 928516, 951190, 1015048, 1026118, 1032819, 1079590, 1084613, 1113588, 1131620, 5591627, 6463534, 9527184, 9571047, 15830972]"
40509771390,"[853927, 880000, 909487, 933314, 938700, 945662, 960142, 965117, 971314, 1004906, 1026118, 1030819, 1032819, 1034686, 1044089, 1065593, 1070076, 1074524, 1088634, 1106523, 9527350, 9571047, 9676866, 12731641, 15831209, 15926844]"
40642758263,"[822812, 835788, 862139, 871514, 887691, 892531, 894414, 894964, 896613, 904360, 917772, 922281, 932557, 962568, 976506, 994928, 1009046, 1026118, 1040812, 1043895, 1050851, 1051305, 1059969, 1065593, 1082398, 1089888, 1095587, 1103513, 1106523, 1108435, 1113588, 1129610, 1138677, 5591627, 5591814, 5592810, 5995626, 7167847, 7168224, 8020246, 8118728, 8145199, 9337581, 10307090, 12523834, 15831403, 16809431]"
40642758335,[6534178]
40751683169,"[873964, 898929, 917772, 922281, 1065593, 12810453, 13416295]"
40911617758,"[839248, 853927, 855874, 873964, 1009046, 1024051, 1026118, 1118533, 15717057]"
40911617827,[6534178]
40941771816,"[859075, 886395, 908314, 922281, 953476, 1030362, 1065593, 1074524, 1106523, 15596313, 15964293]"
41109542393,"[826784, 827683, 845193, 847843, 848561, 859075, 877580, 892838, 898929, 908531, 917421, 931532, 937791, 958137, 976998, 994928, 1002558, 1026118, 1035676, 1043357, 1054509, 1065593, 1075175, 1075470, 1076244, 1078385, 1079590, 1080155, 1080884, 1097942, 1109206, 1113588, 1133018, 5591627, 7443461, 9526666, 9831489]"
41109542476,[6534178]
41426604109,"[839248, 845193, 858574, 859075, 1004568, 1009046, 1026118, 1042697, 1091520, 1121944, 7167219, 12352261, 12385163, 12731667, 15924952]"
41439899282,"[859623, 862139, 907392, 994928, 1026118, 1043357, 1060912, 1065593, 1075470, 1088414, 1098284, 1103476, 1106523, 6424472, 8069230, 9296821, 12781608]"
41439899288,"[1054123, 1080414, 1129822]"
41532297253,"[908531, 909894, 935633, 987311, 1065593, 1089954, 1133018]"
41679008569,"[826249, 860975, 871514, 873874, 896539, 904129, 907014, 908531, 920308, 962568, 991124, 1009046, 1030557, 1031260, 1037863, 1043895, 1065593, 1083219, 1086049, 1093329, 1096036, 1103513, 1116476, 1133018, 8160430, 9831489, 9913338, 15924952, 15972721]"
41679008620,[6534178]
41691808122,"[876932, 1044895, 1067749, 1069899]"
41769753301,"[838369, 871754, 871756, 879314, 887691, 896369, 913210, 940023, 961554, 976480, 996623, 1005186, 1040935, 1043590, 1044375, 1048462, 1055072, 1055646, 1065593, 1070076, 1075470, 1076157, 1100456, 1107693, 1113588, 1133018, 5568378, 7167847, 9879531, 15629778, 15964293]"
41769753361,[6534178]
41918097777,"[827578, 842140, 898763, 901344, 905868, 939636, 941198, 981760, 984176, 1026118, 1065508, 1076056, 8181485, 8290587]"
