BASKET_ID,words
27924907417,"[856455, 903476]"
27924982026,"[834102, 837751, 880797, 893018, 896161, 961024, 964521, 972849, 972931, 984054, 1017799, 1023720, 1058997, 1082185, 1101422, 1131500, 5577022, 5978656, 7431448, 7433026]"
28057122795,"[854042, 1028705, 1048462, 1058997, 1086061, 6514008, 9245512, 9859052]"
28318212306,"[852572, 858256, 861038, 966832, 1023720, 1076161, 9707273]"
28698040242,"[868015, 923746, 947316, 1015974, 1023668, 1058997, 5978648, 8181556]"
28698042274,"[833241, 845053, 847982, 859730, 867400, 868539, 868683, 896369, 899019, 902167, 908531, 909714, 918846, 931671, 935342, 948232, 961024, 973476, 989075, 991951, 1002558, 1031083, 1044089, 1045437, 1053019, 1065331, 1072957, 1077555, 1082185, 1094140, 1095488, 1096343, 1103741, 1104744, 1105623, 1110142, 1139827, 5584007, 5584027, 5587502, 5589247, 5590287, 5978648, 5978656, 5996036, 6442673, 6772950, 7410016, 7410215, 8119304, 8181378, 8203720, 9446256, 9526182]"
28788461637,"[851130, 858302, 863324, 867330, 873861, 906763, 974108, 1028953, 1063455, 1068705, 1096865, 6602749, 9655661, 9802717]"
28840722163,"[826249, 857697, 867702, 913785, 933060, 974108, 1013389, 1033142, 1091507, 1098066, 1126899, 5585510, 7025204, 7443320, 9526410, 9527066]"
28919737825,[6534178]
29299781399,"[833025, 839243, 840361, 849098, 866755, 868725, 879393, 905868, 908318, 909002, 911812, 929751, 951275, 973861, 977166, 985999, 986020, 1002558, 1048462, 1082185, 1090980, 1106001, 1115553, 1126899, 1127831, 1132771, 7167853, 8181256]"
29329852051,[859877]
29329853065,"[866043, 879393, 1033142, 1058997, 1092948, 1129728, 6039659, 9835509]"
29602303548,[6534178]
29712596714,"[854405, 906625, 935968, 960732, 979566, 1082185]"
30017926460,"[830935, 873902, 893018, 916299, 976108, 1012922, 1033142, 1063898, 1093571, 1104149, 1110572, 7025204, 7441391, 9707240, 9707498]"
30037220694,"[833155, 847579, 848761, 859237, 901806, 917381, 978974, 994223, 1000970, 1035836, 1044599, 1058997, 1061529, 1075074, 1128769, 8293600, 9419524, 9420024, 9420210]"
30174142881,"[827919, 830701, 835098, 882850, 883370, 928754, 954179, 956599, 981760, 1012052, 1045000, 1068719, 7441301]"
30229069642,"[833025, 844179, 877935, 883621, 890909, 952254, 978155, 981086, 995785, 1050851, 1076105, 1097030, 1135868, 8119093, 8119319]"
30407743034,"[856665, 859237, 870550, 893666, 929751, 933310, 942189, 960791, 977166, 994151, 1077490, 1082185, 1096343, 1110292, 7409667, 7410357, 7443320, 9446396, 9654997]"
30700592328,"[829852, 832249, 856345, 859427, 883932, 890909, 896093, 951954, 961194, 979707, 994151, 996333, 996795, 1000237, 1002451, 1056067, 1056509, 1058997, 1092948, 1093571, 1096810, 1099862, 1138742, 1139702, 5572838, 5573139, 6534030, 6602264, 13006904]"
30701352268,"[859334, 882546, 892383, 981086, 1017499, 1068561, 5572828, 6391073]"
31046440424,"[868888, 868984, 893411, 915848, 935968, 979566, 1085031, 1112598, 1126899, 5569049, 7147475]"
31343857058,"[821032, 839243, 852181, 857719, 858137, 905986, 912166, 915586, 928754, 929127, 929730, 948665, 981760, 992797, 1001680, 1010681, 1022981, 1033856, 1048563, 1068544, 1086061, 1115352, 1126703, 5569993, 6442464, 6534030, 6534333, 7025250, 7441300, 9297615, 9419443, 9419915, 9420282, 9487993, 12262832]"
