BASKET_ID,words
27093486233,"[863802, 884686, 926804, 1032549]"
27282477822,"[917565, 925514, 934519, 1007195, 1022872, 1051069, 5567143, 7126663]"
27282477835,"[828805, 857006, 893087, 970084, 1031253, 1041259, 1066682, 1076056, 1122766]"
27432295763,"[825748, 835028, 848029, 848071, 862139, 917565, 917730, 918461, 997309, 998828, 1053875, 6391381, 7167687, 9553335]"
29484339067,"[867366, 923654, 969403, 1024319, 1029743, 1048570, 6463792, 9834988]"
29484339074,"[866871, 931757, 983584, 6391076]"
29577955844,"[854852, 917565, 995785, 1037863, 1048848, 1051516, 1080354, 1101956, 9297154]"
29577955850,"[824303, 926422, 962274, 1005456, 1014054, 1044114]"
30215644260,"[822953, 824303, 826052, 853235, 854852, 860194, 860347, 866871, 881873, 900802, 904360, 909714, 926248, 928146, 933637, 946287, 962266, 963228, 995785, 1015597, 1026235, 1028816, 1077500, 1085435, 1125841, 1127831, 1135258, 1137688, 7409940, 8019977, 8020237, 10368498, 12731225, 12731467]"
30217318059,"[962266, 1044259]"
30217318068,"[888538, 1036089, 1086367]"
30515408361,"[823840, 826052, 834932, 853235, 854852, 857503, 859513, 860347, 860626, 865178, 866871, 880105, 906017, 926248, 927795, 938366, 962266, 975431, 985654, 987838, 995785, 1010051, 1021923, 1026235, 1027923, 1028816, 1036089, 1037863, 1041259, 1076516, 1077500, 1082185, 1085435, 1092669, 1130729, 5591423, 9242918, 9677495, 10284931, 10368498, 12262886, 12731225]"
30530670285,"[825994, 931411, 970736, 1118393, 1121193]"
30530670287,"[839555, 848071, 854852, 908846, 970736, 973238, 995785, 1121193, 7169034, 12731245]"
30686764508,"[825457, 826052, 837864, 845208, 857006, 866227, 880427, 892998, 903800, 909714, 910958, 944836, 962266, 977900, 990797, 995785, 1005186, 1006342, 1009046, 1010051, 1016625, 1020208, 1026235, 1027923, 1028944, 1052912, 1090989, 1092092, 1092779, 1093658, 1098248, 1114006, 1137688, 5572803, 5585510, 6464166, 7409591, 7441926, 8066803, 8068464, 9526443, 9677495, 10368498]"
30701536751,"[820341, 873654, 998239, 1084036, 1089588, 1105546, 5995124, 7466935]"
31343930715,"[849003, 937110, 937649, 939636, 948953, 969866, 1037863, 1051283, 1052912, 1083846, 1098844, 1121193, 1135476, 6772852, 8019977, 9297403, 9884698, 13003094, 13072766]"
31625558088,"[820341, 825180, 873331, 878996, 888586, 901666, 904360, 951412, 956521, 1010578, 1011926, 1026235, 1051288, 1055504, 1127470, 1127831, 1132036, 5568732, 5571504, 5575861, 6464166, 6919314, 7409652, 12263571, 12582169]"
31818843505,"[887568, 908846, 954249, 1028816, 1031483, 1042395, 1051288, 6443348, 6544219, 12428283, 12428445]"
31869137099,"[822225, 844938, 849962, 873331, 901666, 914753, 916122, 929605, 948495, 951864, 962266, 995478, 1020145, 1026118, 1026235, 1028816, 1037863, 1042395, 1047226, 1051288, 1054539, 1066057, 1071794, 1076580, 1082185, 1082265, 1084036, 1085435, 1106105, 1118393, 1120261, 1127831, 1131403, 1131500, 5571261, 6034857, 6464166, 6633342, 8090969, 9677366, 10355704, 12582156, 12582169, 12695642, 12812429, 13115279, 13213544]"
32186786068,"[837208, 837864, 883606, 888586, 906017, 922710, 925221, 948495, 948650, 951412, 972342, 995785, 1007195, 1010582, 1052912, 1082185, 1101582, 1127831, 5571261, 5573846, 6979545, 7464370, 8090537, 9547021, 13512060]"
33002065315,"[862826, 878857, 891906, 897954, 930603, 1051516, 1121193, 5585510, 6034964]"
33002172026,"[832390, 843842, 859618, 861615, 866211, 871825, 878398, 913249, 920256, 933637, 937649, 941361, 959076, 961791, 982901, 1001412, 1059904, 1079110, 1099673, 1111500, 5578547, 12263172, 13776765]"
33180245971,"[897760, 904097, 911974, 923141, 937649, 950849, 955929, 958008, 962266, 993826, 1013429, 1028816, 1051434, 1064816, 1082185, 1088720, 1099510, 1121193, 8020237, 13417045]"
33329360133,"[891906, 933637, 1052912, 1081177]"
33362975268,"[871611, 872382, 878285, 930118, 1005456, 1051468, 1064115, 1081177, 1084331, 6391381, 7410217, 9859052]"
