BASKET_ID,words
27756730417,[906262]
27888700752,[868684]
27900800873,[935546]
27924795041,"[869216, 902300, 1015974]"
27924795043,"[841266, 878465]"
28009090250,"[866227, 900112]"
28023355525,"[1058554, 7441057]"
28023944462,"[833556, 836393, 849843, 861419, 864532, 871062, 914012, 971709, 972445, 994928, 999198, 1000050, 1029743, 1039781, 1044153, 1054567, 1100856, 1131488, 1138443, 5566209, 5568729, 6979550]"
28057010243,"[961072, 979904, 1058322]"
28140906614,"[918846, 948086, 948298, 1009368, 9932274]"
28140940607,[1109615]
28257517543,"[834158, 862349, 878026, 880438, 881119, 882434, 883404, 888532, 914012, 931608, 1001827, 1007191, 1009368, 1033089, 1039781, 1053282, 1064380, 1088959, 5568732, 5570408, 8064566]"
28294333653,"[841266, 850889]"
29339351635,"[822613, 848733, 849843, 853262, 856827, 874651, 904129, 914868, 934172, 989249, 1009368, 1039781, 1044805, 1053282, 1061982, 1070820, 1072957, 1103629, 1131351, 9487571, 9487606]"
29773430017,"[986394, 1074933]"
30035225639,[846811]
30141689591,"[829594, 873627, 874651, 906335, 914012, 948298, 951594, 977873, 1015132, 1016539, 1039781, 1041603, 1070820, 1071594, 1119667, 1127611, 5568732, 8019914, 9527494, 10344586, 10456963, 12263309]"
31232407129,"[3776650, 3785499, 3814353]"
35597427127,"[834435, 931923, 1072843]"
40198593135,[992172]
40283452720,"[1023958, 1075368]"
40968630615,[1039781]
41123807938,"[850020, 880888, 13511722, 15830493]"
41847607502,"[847962, 15716745]"
41847607512,"[851287, 860975, 912451, 962229, 1006184, 1029743, 1045979, 5568197, 5568378, 5569230, 7443348, 13511257, 14077333, 15506694, 16769451]"
41865276003,"[878026, 1132789, 15595834, 15716745]"
