BASKET_ID,words
28210649301,"[854852, 930118, 1077555, 1098066, 5567388, 5567582, 5568489, 5569230, 9365106]"
28331488785,"[846833, 978318]"
28391342107,"[899824, 901606, 1075368, 1133018]"
28405847708,"[824005, 833715, 839753, 847573, 853904, 866950, 874972, 903674, 904236, 941183, 958252, 979746, 1003421, 1022843, 1053924, 1098066, 1119879, 9416729, 9707240]"
28517296871,"[32124, 32916, 33441, 65636, 100794, 105289, 107358, 170879, 244960, 406740]"
28771488374,"[845078, 854852, 933835, 935317, 951590, 999389, 1040807, 1082185, 1083296, 1110244, 1133018, 6632986, 9527160]"
28788027415,"[904236, 909714, 911878, 969725, 1001266, 1004906, 1043590, 1075337, 1075368, 1133018, 12425418]"
28867711811,"[840361, 926549, 974306, 977571, 1109947, 5569915]"
29019228499,"[894511, 926549, 927360, 931136, 974306, 1042616, 1096817, 1117358, 1133018, 1133072, 8090521, 12302069]"
29095022123,"[946193, 951190, 981745, 989101, 1042910, 1097815, 1122085, 5569845]"
29125130580,"[842769, 883404, 890186, 989157, 1040807, 1083296, 10307180, 10307325]"
29157132423,"[819097, 826249, 826835, 832976, 848471, 850601, 854405, 857849, 868546, 870158, 874972, 883363, 883932, 898958, 901062, 913785, 916122, 943116, 952163, 954642, 954673, 958137, 968215, 970243, 971504, 976652, 976998, 989935, 994928, 1007414, 1010504, 1012587, 1020581, 1033142, 1040183, 1078346, 1096317, 1098066, 1106523, 1113780, 1123434, 1137680, 6772766, 8090509, 8090521, 8090537, 8180870, 9297282, 9365871, 9676721, 9676996, 9707240, 10283296, 10285003, 10344719, 12263492, 12301109]"
29194827544,"[824303, 906923, 914190, 978332, 1127831]"
29250927354,[12425418]
29299782367,"[891440, 1032961, 1099397, 1127831, 6442908, 6632440]"
29507788068,"[862725, 883068, 916122, 952163, 959737, 1021324, 1040807, 1131634, 5577007]"
29672748763,"[857966, 869543, 1031021, 1129249, 1133393, 8018980, 8019431]"
30035433427,"[835098, 945901, 963727, 1115358, 5569230, 10201698]"
30035866883,"[826144, 837005, 848319, 850133, 869910, 925437, 977497, 996070, 1022119, 1040807, 1056620, 1060529, 1066391, 1076580, 1098066, 1133018, 5569230, 6039687, 7442008, 9365106, 9707240, 12518330]"
30215498265,"[894357, 901062, 1065380, 7157438, 8090521, 10204265]"
30407882696,"[831125, 834465, 882496, 892603, 916122, 925059, 934503, 965502, 983078, 1035843, 1040807, 1076580, 1135882]"
30743121575,"[861272, 908224, 914190, 940947, 957232, 978332, 1056620, 1056933, 1075368, 1092446, 1106523, 1113780, 6904495, 8090519, 8090521, 9833277]"
30871567578,"[861272, 1116476, 12187999, 12188436, 12263180, 12263614]"
