BASKET_ID,words
28235103885,"[839112, 931396, 1114050, 5568996, 5569471, 8090509]"
28242841548,"[879528, 1041177, 1042697, 7025086]"
28257465416,"[830503, 845705, 847994, 850104, 853522, 854852, 865178, 892314, 908531, 917407, 971807, 975155, 977543, 1012284, 1044805, 1046696, 1056509, 1068291, 1073902, 1082627, 1103550, 1114597, 5568721, 5996054, 7409874, 9526410, 9526411, 9527293]"
28270681600,[1086764]
28317972417,[823758]
28744315529,"[830503, 854727, 873754, 895606, 899624, 909894, 961370, 998008, 1010079, 1055503, 1073902, 1074594, 1082172, 1096036, 9526410, 9527494, 9673980, 9676999]"
29353675770,"[851508, 853172, 860439, 869024, 874058, 899624, 904973, 910745, 923746, 937043, 944534, 987562, 999858, 1011876, 1038217, 1079023, 1090701, 1098066, 9673980, 9676852]"
29484957874,"[830503, 854852, 863762, 866158, 879504, 883404, 892314, 957741, 1029743, 1030343, 1073902, 5569230, 8177622]"
29506928089,"[824555, 873178, 893629, 896938, 906234, 910745, 914513, 917494, 951526, 969709, 977571, 989075, 998037, 1022981, 1038217, 1042907, 1044078, 1047193, 1050131, 1053763, 1058779, 1124332, 5592931, 9487155, 9526892, 12187999, 12188111]"
29671825386,"[841220, 846318, 850290, 860849, 899624, 911319, 927191, 934131, 938638, 944534, 979566, 1013928, 1020581, 1028480, 1044805, 1055970, 5587656, 5590613, 8181256, 9297135, 12301109, 12384531, 12670238]"
30035137512,"[893629, 1098066, 1101502, 9859194]"
30035137530,[942475]
30035797458,[1101502]
30053622766,"[879445, 883819, 893629, 895606, 901266, 904729, 916654, 986934, 1052411, 1106523, 1119248, 1127396, 5569230, 5587656, 5592610, 5592931, 6391451, 7167719, 8177622, 9220521, 9676999, 10149032, 10255329, 12524692]"
30054215508,"[851305, 861445, 932720, 948232, 978077]"
30054218067,"[882305, 937043, 953476, 12352238]"
30129692838,"[870980, 877193, 1032549]"
30141642833,"[1066731, 9932509, 12352238]"
30173895492,"[823721, 830503, 833715, 838602, 868423, 872466, 873178, 883404, 893018, 896938, 904618, 910745, 913490, 925626, 946273, 954006, 956440, 977543, 979746, 980433, 981086, 995134, 1003421, 1027168, 1029743, 1038217, 1044655, 1046584, 1052048, 1103826, 1106064, 1127338, 7167303, 9420253, 9420351, 9526410, 9527160, 9527494, 9884698]"
30215220667,"[838186, 845469, 903239, 943897, 5588817]"
30215223072,"[899814, 1079338]"
30627433007,"[822629, 823721, 826249, 837546, 844179, 873178, 940332, 1000908, 1005184, 1011876, 1029743, 1090701, 5569230, 8177622, 9859133]"
30627433010,"[957951, 1013928, 1080414, 1118393, 5995423]"
30662187958,"[893018, 971165, 990440, 1000908, 1131602]"
30700274521,"[823758, 844179, 845294, 849264, 865456, 871611, 873654, 874617, 889774, 899624, 907061, 907308, 914269, 923746, 947858, 950247, 957013, 987562, 1020210, 1042942, 1076738, 1077285, 1080455, 1094619, 1099142, 1121393, 5569230, 8020001, 8091654, 8177622, 9445919, 9676999]"
30731042206,"[1066731, 12171180, 12171841]"
30996053766,"[920205, 987562, 1029684]"
31007602060,"[855716, 977543, 1038684, 1049788]"
31007603531,"[9706982, 9707325, 9837544]"
31084909601,"[1001827, 5592931]"
31097860248,"[834572, 906509, 908531, 916122, 1002558, 1011876, 1015296, 1039589, 1051207, 1059994, 1070015, 1072330, 1077600, 1092948, 1106523, 1110244, 1124729, 5569230, 6533880, 12132648]"
31097860261,"[878234, 1055863, 1094585, 8203599]"
31254452639,"[867679, 1095918, 9420312]"
31553381507,"[844179, 987480, 1072330, 1092948]"
31553382384,"[905308, 1042000]"
31832693227,"[830503, 838396, 866211, 872177, 878996, 920432, 950247, 989935, 1029743, 1069635, 1122358, 1123556, 1127831, 1130838, 5567702, 5569230, 5590695, 5592610, 9526448]"
31833307619,"[923746, 1046689, 1056509, 1113792, 1130858, 8118728, 9835509, 12263692, 12385624]"
31981120643,[1037840]
32006632749,"[855152, 903035, 993390, 1012899, 1042623, 1086431, 1124729]"
32008270869,"[897983, 907392, 977543, 1075368, 1130468, 5569230, 6391451, 8177622, 9526448, 9676852]"
32090372505,"[848988, 866211, 878996, 909894, 927191, 966348, 981760, 1008547, 1009046, 1029743, 1055504, 1064816, 1079023, 1101502, 1105034, 1133312, 9526892, 10284865, 10285120]"
32090943879,"[918598, 998008, 1082141]"
32113466888,"[896611, 1089491, 1091805, 5569230]"
32113466893,"[902337, 8293732, 9487780]"
32671232889,"[846764, 858424, 873178, 887618, 892844, 897125, 898349, 904360, 908531, 927191, 946055, 959985, 960121, 963971, 972931, 974306, 987562, 1013641, 1020078, 1022338, 1029743, 1037840, 1075368, 1081177, 1082185, 1095068, 1101502, 1122358, 1135995, 5592610, 8013544, 8019563, 9190318, 9526103, 9677877, 12301109, 12384953, 12988031, 13671520]"
32671360154,"[893629, 927191, 6464086, 8291322, 9526572, 13416037]"
32671360156,[1013928]
32744096778,"[833351, 843339, 851675, 859191, 861279, 891956, 951190, 987562, 991592, 999104, 999270, 1006184, 1013928, 1050482, 1075918, 1113111, 5569230, 5573812, 6602643, 9574145, 12172070, 12352258, 12731425]"
33070755619,"[1038217, 6039859]"
33329077187,[920432]
33506472402,"[819059, 896516, 1096905, 8018980]"
33659162146,"[835969, 970760, 1026162, 6704035, 12130522]"
34044986297,"[872762, 903350, 940278, 1013928, 1041826]"
34186303215,"[897125, 946839, 952981, 1113792]"
34186303307,[6534178]
34812017052,[1053690]
34850206675,"[820518, 851819, 865885, 878996, 896369, 944534, 961554, 969568, 984575, 989075, 994572, 995628, 1007195, 1013928, 1047619, 1053763, 1062782, 1121321, 5586797, 5587656, 5590613, 5981074, 6391451, 15452491]"
35218677045,"[1021164, 5978648]"
35665945789,"[962206, 1069306, 7168432, 8011291, 13416037, 14077999]"
40279396816,[1022981]
40533306326,"[1035843, 1057513, 10285141]"
40765412709,"[898342, 912112, 926523, 929726, 934427, 947798, 1001702, 1029743, 1049788, 1055155, 1085778, 1096794, 8358621, 12130522, 12263692, 13512017]"
41211936715,"[824193, 865885, 873964, 901557, 906335, 907631, 936753, 947798, 965766, 967948, 972931, 973861, 983584, 994928, 995242, 999971, 1027284, 1038663, 1051626, 1082185, 1103105, 1113381, 1122358, 5569303, 5570595, 5587656, 5590067, 5590613, 9881834, 15926638, 15926863]"
41225162345,"[919948, 935968, 945627, 1008892, 1029289, 1068517, 9337581, 9526786, 10285144, 10351524, 12130522, 13213082, 14077856, 15925334, 15926884]"
41260135537,"[1048570, 1094767, 10149761]"
41453368600,"[16219829, 16223193]"
41453368611,[1094474]
42090290108,"[9188792, 9419648, 13133557, 15830984]"
