BASKET_ID,words
27686197386,[832513]
27756951739,"[842140, 844932, 871756, 923746, 955774, 1028944, 1093113]"
27774099639,"[821930, 839419, 871756, 879755, 923746, 944486, 955774, 959830, 1009333, 1075765, 1106523, 1131344, 5570408, 9526410]"
27828840311,"[999971, 1092026, 8249498]"
27924811616,"[1001702, 1068719]"
27936918669,"[845078, 910291, 912112, 918846, 934676, 944486, 948832, 964356, 970611, 981521, 1002980, 1047987, 1127470, 5568378, 6602697, 9487603, 9884204]"
27936918696,"[918368, 1074697]"
27997186788,"[824555, 914513, 917494, 989075, 1050131, 1053763, 1068719]"
28057026781,"[836891, 838396, 858424, 858892, 866140, 869577, 931870, 955774, 974108, 974988, 989935, 1054945, 1069635, 1095068, 1099058, 1116477, 7410215, 7410290]"
28093006240,"[961447, 1003302]"
28093006245,"[833723, 858892, 863802, 961447, 1063175, 1107553, 1113588, 5995596, 9526254]"
28141111854,"[1007073, 1014314, 1090732]"
28197443820,"[840011, 994995, 1056106, 5569230, 5569845]"
28235375878,"[821605, 822966, 827919, 845914, 864774, 1009770, 1018397, 1029438, 1083071, 1096351, 1111072, 1122732, 5569230, 5569471, 5569845, 5592931]"
28600735065,"[856827, 919406, 981760, 1029743, 1078652]"
28840732141,"[845208, 854405, 868546, 874255, 918400, 927191, 934653, 971165, 984715, 987464, 1001525, 1007244, 1010724, 1015785, 1029942, 1053612, 1054814, 1074333, 1097458, 1122732, 1127264, 1136237, 1137680, 9836195, 9836526, 9837076]"
28919755135,"[819304, 822339, 824311, 827361, 839419, 841220, 842707, 843260, 857597, 861486, 866140, 866211, 867020, 868546, 869577, 878445, 892008, 893018, 894511, 910673, 911622, 930917, 934639, 935968, 937276, 942525, 944139, 948665, 951590, 953180, 955774, 955854, 968417, 971165, 975092, 981874, 983210, 983278, 994928, 995610, 995896, 1004945, 1007244, 1009205, 1010051, 1010504, 1012587, 1013597, 1018397, 1019497, 1021116, 1027068, 1029942, 1030409, 1038325, 1043761, 1044078, 1048849, 1053058, 1053612, 1054424, 1058779, 1062782, 1063265, 1068343, 1070497, 1085780, 1086483, 1089225, 1092552, 1096817, 1099089, 1101173, 1106340, 1106523, 1111498, 1112593, 1120416, 1122358, 1130985, 1131488, 1134810, 1135071, 1137680, 5570408, 5590158, 6602697, 6979248, 7169070, 9526673, 10344586]"
28941035009,"[856772, 982493, 1035136, 1060872, 1079292, 1106091, 6034966, 6463717, 6463729, 9337729]"
29125096740,"[835864, 848355, 872021, 883404, 893018, 900491, 911215, 920844, 951526, 951590, 953180, 955854, 1009046, 1013842, 1027480, 1036432, 1054945, 1062966, 1068745, 1075470, 1085780, 1106523, 9526673, 9835960, 9836526, 9836693]"
29141693474,[6533765]
29141693484,[6534178]
29276693469,[951590]
30036072685,"[832858, 835530, 839419, 868909, 889731, 890269, 898980, 922907, 923746, 934676, 941339, 961269, 965570, 1034290, 1064945, 1082185, 1085351, 5568845, 6602697, 6979248, 7409930]"
30532318289,"[950550, 955854, 1009205, 1012587, 1027480, 1106523, 1130458, 5568197]"
30532318299,"[847982, 1025581, 1029743, 1085604, 1107824, 7099176]"
30673688597,"[819063, 824180, 827683, 843260, 845265, 864774, 865891, 870927, 871513, 883404, 923149, 943513, 944141, 964356, 988693, 1003487, 1040080, 1068719, 1075470, 1080414, 1080884, 1085256, 1092948, 1111072, 1119155, 1122568, 1128453, 1130475, 9420068, 10351524]"
30793024347,"[849264, 850652, 859618, 866140, 869077, 869577, 880150, 884774, 893258, 895362, 909349, 914186, 917131, 920844, 935959, 938547, 944622, 955854, 960791, 962407, 963616, 967729, 974988, 981222, 981240, 993028, 1000806, 1006978, 1010051, 1011974, 1021152, 1022981, 1027480, 1063265, 1069788, 1083071, 1094308, 1095068, 1104649, 1121360, 5570408, 5574409, 6602697]"
30954718379,"[826666, 846285, 847174, 882308, 947013, 1032703, 1047450, 1065211, 1080110, 1091809, 1124695, 5567194, 5567502, 7409879, 7441102, 8068356, 9705813, 12132809]"
31114374010,"[865178, 879152, 885290, 911502, 923746, 925626, 935284, 999971, 1119060, 1124695]"
31114374034,"[992990, 1010164, 1075582, 1086274, 1102993]"
31172751117,"[829001, 845265, 904493, 918676, 923149, 1007210, 6979518]"
31184717515,"[865178, 951179, 961554, 1010724, 1048507]"
31818681523,"[827194, 898980, 923746, 955854, 1027480, 1095068, 1106523]"
32125481139,[6979192]
32231205413,"[981521, 1078717]"
32445939800,"[907994, 1072330, 1124729]"
32445939801,"[1051069, 1115874]"
32671606369,"[880714, 1075765]"
33906212185,"[825749, 829138, 835300, 849843, 854976, 870412, 871061, 909714, 933060, 952254, 962568, 986912, 992529, 993638, 995785, 997202, 1020156, 1033089, 1044078, 1062002, 1062117, 1072523, 1080414, 1103903, 1121193, 1129655, 1132911]"
34104113910,"[826249, 844462, 866211, 1025581, 1048462, 1082185, 1098066]"
34164305185,"[849843, 890610, 914483, 953476, 967751, 981760, 995242, 1088191, 5570408, 6773204, 9881834]"
35727030042,"[866227, 923057, 1071939, 13417591]"
35865716957,"[943522, 1124729, 1137304, 16058791]"
40072986803,"[1013928, 1076056, 1085604, 1135868]"
40223005924,"[833723, 839147, 1071377, 1124729, 7167218]"
40223005927,"[839147, 1022872]"
40341944049,"[931671, 1071051]"
40595227781,[1071051]
40652166981,"[825365, 827194, 839358, 855716, 889551, 889779, 913226, 918224, 956550, 1007510, 1026362, 1028238, 1040700, 1053985, 1113588, 1116138, 5569338, 5573052, 7410014, 9220882, 12384839, 13213120]"
40751646105,"[827919, 869604, 873654, 902202, 910439, 923746, 935706, 940980, 955854, 998373, 1009770, 1011172, 1112598, 15928087, 16733267]"
40955417267,"[917826, 982918]"
41297441456,"[827194, 864532, 7442008, 13213120, 15926931]"
41297441464,"[866140, 12731425]"
41297441480,"[957891, 1070105, 1110572]"
41297441948,"[833025, 858102, 889311, 903745, 905636, 931870, 952122, 962274, 999971, 1015280, 1023444, 1026118, 1038663, 1048849, 1077793, 1104649, 5565866]"
41587477800,"[822073, 826833, 827194, 990453, 992128, 998741, 1000930, 1009719, 1053058, 1068343, 10284865, 13213120, 15452678]"
41634421407,"[78015, 86652, 135345, 339914, 438084, 5125174, 6570944, 7414828, 7466194, 13880491]"
41865200134,"[822966, 826249, 1043590, 1082700, 15928087]"
41931182383,"[827194, 955854, 6463658]"
41944682796,"[955854, 1068934, 13213120]"
41996333068,"[823503, 827194, 828525, 948119, 955854, 1009205, 1019722, 1062306, 5568197, 6979518, 13213120]"
42198538010,"[918846, 962568, 1026118, 1082185]"
