BASKET_ID,words
27534656814,"[1012587, 1012922, 1133157, 9526411, 9527160, 9707240]"
27774127022,"[849843, 862854, 863885, 868909, 872417, 881708, 893018, 897678, 897954, 916122, 922092, 924262, 936741, 944139, 962407, 972665, 973861, 979746, 981760, 990656, 992010, 995211, 1029872, 1044078, 1066725, 1073775, 1095843, 1096290, 1118012, 1124695, 1126899, 5568191, 5568378, 5590613, 9527160, 9858819]"
27871040961,"[845052, 874386, 961846, 1004250, 1036693, 5565415, 5591606, 6554886, 9487993, 9803542]"
28024197722,"[864615, 1047964, 1096036, 1098066, 1126899, 1139853, 5568378]"
28024817769,"[919766, 946240, 972487, 1039156]"
28106268180,"[837781, 849843, 865330, 893018, 912553, 952981, 979746, 981760, 982283, 992153, 1049564, 1126899, 1136375, 5568378, 8249499, 9707240]"
28344900886,[1079482]
28537393335,"[866950, 961979, 979746, 1001501, 1029624, 1109717]"
28647980658,"[1091365, 6546065, 6704441]"
28733108469,"[840255, 859154, 866950, 883404, 893018, 944139, 979746, 997907, 1035880, 1075915, 1126899, 5568378, 5572220]"
30037055521,"[863706, 1007136, 9483862]"
30038949069,"[835618, 859075, 873203, 873627, 908346, 914252, 972569, 977432, 999639, 1029743, 1055853, 1102067, 1124029, 1136257, 5576330, 5584086, 5995312, 8090814, 8090865, 9829205, 12172127]"
30215499366,"[873139, 1039156, 1070272, 9836644, 12352054]"
30530435071,"[1086001, 9487607]"
31502573299,"[830015, 859592, 862349, 866878, 882288, 892008, 903325, 912553, 918086, 923746, 926065, 930917, 938700, 942475, 978306, 982790, 997907, 1004906, 1013187, 1013321, 1013887, 1015177, 1015805, 1019142, 1029624, 1031833, 1042907, 1044078, 1053690, 1067159, 1068719, 1070214, 1086504, 1100089, 1116476, 1118012, 1118533, 1123842, 1125739, 5592610, 6395943, 8181556, 9297403, 12646245, 12810393, 13190294]"
32259187385,"[823367, 828867, 839243, 839419, 849520, 859592, 889774, 912553, 925626, 937276, 940108, 942475, 965766, 973780, 976864, 979746, 981760, 982960, 1013187, 1037986, 1048068, 1052335, 1075214, 1075637, 1093331, 1103562, 1116476, 1118012, 7410217, 9677202, 10149498, 12428017, 12524030, 12524925]"
32408940960,"[1007136, 1094371, 1099503]"
32614125935,"[979523, 1091365, 1100265]"
32630001060,[1091365]
32730285963,"[1091365, 12757162]"
32835446060,"[1053498, 1091365]"
32895125915,"[906566, 909249, 1091365, 10344714]"
33027766055,"[1091365, 1108429]"
33179986155,"[824789, 824915, 849843, 1051211]"
33239660439,[941830]
33385531012,"[889731, 905185, 1026482, 8354861]"
33769101158,[1110843]
34133482555,"[821788, 889105, 989157, 991223, 1009449, 1022053, 1034686, 1039156, 1044078, 1053690, 1081533, 1087660, 1124695, 1134109, 9575092]"
34204052910,"[835973, 838258, 859075, 864774, 868764, 869622, 882190, 908346, 916381, 917459, 918771, 962808, 972569, 972894, 981760, 1027569, 1029688, 1030128, 1034405, 1053690, 1055853, 1062966, 1065941, 1069621, 1070820, 1098066, 1110857, 1111498, 1136341, 5570558, 5592610, 7025362, 9419444, 9677236, 10149597, 10150249, 13776889]"
35726831225,"[836703, 1091365, 6391195]"
40283425840,"[836703, 901397, 909249, 913210, 1037986, 1069609, 1101422, 6944764, 6944884, 7410019, 12263267, 13213475, 15596349, 15596520]"
40510391976,"[932863, 8068439, 12383750, 12384094, 13416582, 14111861, 15830417, 15830438]"
40545115713,"[836703, 866950, 926307, 1031065, 1038217, 1099503, 1104475, 7166756, 10456404, 10456476]"
41125026273,"[924611, 6546065, 9245246, 9553091, 10356240]"
41366195404,"[827667, 949294, 1013407, 1037986]"
41505866118,"[1005186, 9368272]"
41531851047,[1110843]
41599770832,[1091365]
41665705835,"[909249, 953180, 988843, 1069609, 1085780, 1110843, 8353115]"
41756115938,"[835864, 836703, 842707, 859276, 868909, 877391, 909249, 936741, 943858, 1069609, 1070820, 1083230, 1083328, 1085780, 1102067, 1110483, 1131900]"
42276177580,"[836703, 853041, 860008, 874506, 911395, 945627, 1013407, 1034405, 1051527, 1068843, 1070820, 1092687, 10121578, 10457401, 13877191]"
42289346015,"[923438, 1053690, 1124695, 1134810, 13945093]"
42289346034,"[854405, 859075, 862308, 883404, 893501, 898719, 918368, 926900, 1001680, 1005493, 1055646, 1106523, 1129576, 8090521, 8090537]"
